date,product_code,sales,category,sub_category,brand,region,mrp,discount,rating
2024-11-01,P006,850,Appliances,Washing Machines,LG,North,25000,0.15,4.7
2024-12-01,P006,700,Appliances,Washing Machines,LG,North,25000,0.15,4.7
2020-01-01,P007,300,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-02-01,P007,310,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-03-01,P007,320,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-04-01,P007,330,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-05-01,P007,340,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-06-01,P007,350,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-07-01,P007,360,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-08-01,P007,370,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-09-01,P007,380,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-10-01,P007,500,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-11-01,P007,550,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-12-01,P007,400,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-01-01,P007,410,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-02-01,P007,420,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-03-01,P007,430,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-04-01,P007,440,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-05-01,P007,450,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-06-01,P007,460,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-07-01,P007,470,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-08-01,P007,480,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-09-01,P007,490,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-10-01,P007,600,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-11-01,P007,650,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2021-12-01,P007,500,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-01-01,P007,510,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-02-01,P007,520,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-03-01,P007,530,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-04-01,P007,540,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-05-01,P007,550,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-06-01,P007,560,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-07-01,P007,570,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-08-01,P007,580,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-09-01,P007,590,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-10-01,P007,700,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-11-01,P007,750,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2022-12-01,P007,600,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-01-01,P007,610,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-02-01,P007,620,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-03-01,P007,630,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-04-01,P007,640,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-05-01,P007,650,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-06-01,P007,660,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-07-01,P007,670,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2023-08-01,P007,680,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.
2024-04-01,P007,740,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-05-01,P007,750,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-06-01,P007,760,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-07-01,P007,770,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-08-01,P007,780,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-09-01,P007,790,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-10-01,P007,900,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-11-01,P007,950,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2024-12-01,P007,800,Furniture,Sofa,Urban Ladder,West,35000,0.2,4.4
2020-01-01,P008,50,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-02-01,P008,55,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-03-01,P008,60,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-04-01,P008,65,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-05-01,P008,70,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-06-01,P008,75,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-07-01,P008,80,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-08-01,P008,85,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-09-01,P008,90,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-10-01,P008,150,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-11-01,P008,170,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-12-01,P008,100,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-01-01,P008,105,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-02-01,P008,110,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-03-01,P008,115,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-04-01,P008,120,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-05-01,P008,125,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-06-01,P008,130,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-07-01,P008,135,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-08-01,P008,140,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-09-01,P008,145,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-10-01,P008,200,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-11-01,P008,220,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2021-12-01,P008,150,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-01-01,P008,155,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-02-01,P008,160,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-03-01,P008,165,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-04-01,P008,170,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-05-01,P008,175,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-06-01,P008,180,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-07-01,P008,185,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-08-01,P008,190,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-09-01,P008,195,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-10-01,P008,250,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2022-11-01,P008,270,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-05-01,P008,225,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-06-01,P008,230,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-07-01,P008,235,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-08-01,P008,240,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-09-01,P008,245,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-10-01,P008,300,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-11-01,P008,320,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2023-12-01,P008,250,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-01-01,P008,255,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-02-01,P008,260,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-03-01,P008,265,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-04-01,P008,270,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-05-01,P008,275,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-06-01,P008,280,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-07-01,P008,285,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-08-01,P008,290,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-09-01,P008,295,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-10-01,P008,350,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-11-01,P008,370,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2024-12-01,P008,300,Sports,Cricket Bat,SG,South,2000,0.1,4.9
2020-01-01,P009,250,Groceries,Snacks,Lays,East,20,0,4.3
2020-02-01,P009,260,Groceries,Snacks,Lays,East,20,0,4.3
2020-03-01,P009,270,Groceries,Snacks,Lays,East,20,0,4.3
2020-04-01,P009,280,Groceries,Snacks,Lays,East,20,0,4.3
2020-05-01,P009,290,Groceries,Snacks,Lays,East,20,0,4.3
2020-06-01,P009,300,Groceries,Snacks,Lays,East,20,0,4.3
2020-07-01,P009,310,Groceries,Snacks,Lays,East,20,0,4.3
2020-08-01,P009,320,Groceries,Snacks,Lays,East,20,0,4.3
2020-09-01,P009,330,Groceries,Snacks,Lays,East,20,0,4.3
2020-10-01,P009,450,Groceries,Snacks,Lays,East,20,0,4.3
2021-02-01,P009,370,Groceries,Snacks,Lays,East,20,0,4.3
2021-03-01,P009,380,Groceries,Snacks,Lays,East,20,0,4.3
2021-04-01,P009,390,Groceries,Snacks,Lays,East,20,0,4.3
2021-05-01,P009,400,Groceries,Snacks,Lays,East,20,0,4.3
2021-06-01,P009,410,Groceries,Snacks,Lays,East,20,0,4.3
2021-07-01,P009,420,Groceries,Snacks,Lays,East,20,0,4.3
2021-08-01,P009,430,Groceries,Snacks,Lays,East,20,0,4.3
2021-09-01,P009,440,Groceries,Snacks,Lays,East,20,0,4.3
2021-10-01,P009,550,Groceries,Snacks,Lays,East,20,0,4.3
2021-11-01,P009,600,Groceries,Snacks,Lays,East,20,0,4.3
2021-12-01,P009,460,Groceries,Snacks,Lays,East,20,0,4.3
2022-01-01,P009,470,Groceries,Snacks,Lays,East,20,0,4.3
2022-02-01,P009,480,Groceries,Snacks,Lays,East,20,0,4.3
2022-03-01,P009,490,Groceries,Snacks,Lays,East,20,0,4.3
2022-04-01,P009,500,Groceries,Snacks,Lays,East,20,0,4.3
2022-05-01,P009,510,Groceries,Snacks,Lays,East,20,0,4.3
2022-06-01,P009,520,Groceries,Snacks,Lays,East,20,0,4.3
2022-07-01,P009,530,Groceries,Snacks,Lays,East,20,0,4.3
2022-08-01,P009,540,Groceries,Snacks,Lays,East,20,0,4.3
2022-09-01,P009,550,Groceries,Snacks,Lays,East,20,0,4.3
2022-10-01,P009,650,Groceries,Snacks,Lays,East,20,0,4.3
2022-11-01,P009,700,Groceries,Snacks,Lays,East,20,0,4.3
2022-12-01,P009,560,Groceries,Snacks,Lays,East,20,0,4.3
2023-01-01,P009,570,Groceries,Snacks,Lays,East,20,0,4.3
2023-02-01,P009,580,Groceries,Snacks,Lays,East,20,0,4.3
2023-03-01,P009,590,Groceries,Snacks,Lays,East,20,0,4.3
2023-04-01,P009,600,Groceries,Snacks,Lays,East,20,0,4.3
2023-05-01,P009,610,Groceries,Snacks,Lays,East,20,0,4.3
2023-06-01,P009,620,Groceries,Snacks,Lays,East,20,0,4.3
2023-07-01,P009,630,Groceries,Snacks,Lays,East,20,0,4.3
2023-08-01,P009,640,Groceries,Snacks,Lays,East,20,0,4.3
2023-09-01,P009,650,Groceries,Snacks,Lays,East,20,0,4.3
2023-10-01,P009,750,Groceries,Snacks,Lays,East,20,0,4.3
2023-11-01,P009,800,Groceries,Snacks,Lays,East,20,0,4.3
2023-12-01,P009,660,Groceries,Snacks,Lays,East,20,0,4.3
2024-01-01,P009,670,Groceries,Snacks,Lays,East,20,0,4.3
2024-02-01,P009,680,Groceries,Snacks,Lays,East,20,0,4.3
2024-03-01,P009,690,Groceries,Snacks,Lays,East,20,0,4.3
2024-04-01,P009,700,Groceries,Snacks,Lays,East,20,0,4.3
2024-08-01,P009,740,Groceries,Snacks,Lays,East,20,0,4.3
2024-09-01,P009,750,Groceries,Snacks,Lays,East,20,0,4.3
2024-10-01,P009,850,Groceries,Snacks,Lays,East,20,0,4.3
2024-11-01,P009,900,Groceries,Snacks,Lays,East,20,0,4.3
2024-12-01,P009,760,Groceries,Snacks,Lays,East,20,0,4.3
2020-01-01,P010,150,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-02-01,P010,160,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-03-01,P010,170,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-04-01,P010,180,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-05-01,P010,190,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-06-01,P010,200,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-07-01,P010,210,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-08-01,P010,220,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-09-01,P010,230,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-10-01,P010,350,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-11-01,P010,400,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2020-12-01,P010,250,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-01-01,P010,260,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-02-01,P010,270,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-03-01,P010,280,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-04-01,P010,290,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-05-01,P010,300,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-06-01,P010,310,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-07-01,P010,320,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-08-01,P010,330,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-09-01,P010,340,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2021-10-01,P010,450,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-04-01,P010,400,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-05-01,P010,410,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-06-01,P010,420,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-07-01,P010,430,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-08-01,P010,440,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-09-01,P010,450,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-10-01,P010,550,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-11-01,P010,600,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2022-12-01,P010,460,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-01-01,P010,470,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-02-01,P010,480,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-03-01,P010,490,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-04-01,P010,500,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-05-01,P010,510,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-06-01,P010,520,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-07-01,P010,530,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-08-01,P010,540,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-09-01,P010,550,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-10-01,P010,650,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-11-01,P010,700,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2023-12-01,P010,560,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-01-01,P010,570,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-02-01,P010,580,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-03-01,P010,590,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-04-01,P010,600,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-05-01,P010,610,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-06-01,P010,620,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-07-01,P010,630,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-08-01,P010,640,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-09-01,P010,650,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-10-01,P010,750,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-11-01,P010,800,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
2024-12-01,P010,660,Toys,Action Figures,Hasbro,Central,1000,0.1,4.5
